SMILES,SMR_VSA,SlogP_VSA,PEOE_VSA
COC[C@H](NC(=O)[C@@H]1CC[C@@H](N)C1)c1ccc(Cl)cc1,9.53140013787187 0.0 5.316788604006331 11.651573523323577 31.34614652707395 13.716679505790452 34.85155307928476 0.0 0.0 17.508119619584022,11.050456081168516 25.66570006428992 9.53140013787187 5.917906046161393 30.867757189622985 24.26546827384644 5.022633313741326 0.0 0.0 0.0,15.787319034968565 4.794537184071822 0.0 0.0 0.0 23.733674027155736 36.958650497398246 24.092177730328213 12.648722793660879 0.0 0.0 5.907179729351506 0.0 0.0
CCC(C)(C)C(=O)N[C@@H]1[C@H]2CN(C(=O)[C@H](C)n3cncn3)C[C@H]21,9.589074368143644 0.0 24.98116159925024 17.250802561719567 46.199452079984425 13.08951281182515 12.654640149529083 0.0 0.0 11.814359458703011,5.316788604006331 50.61008609492003 9.589074368143644 17.250802561719567 40.15761125083647 12.654640149529083 0.0 0.0 0.0 0.0,10.216698334856808 9.589074368143644 9.665781456092393 5.098681808301038 0.0 20.771211599071872 13.344558822616634 36.38215620269268 0.0 18.696480978677045 0.0 11.814359458703011 0.0 0.0
CC[C@H](OC)C(=O)N1CC[C@@H](NCc2nc(C)c(C)o2)C1,13.948551074925216 0.0 15.200676855804016 0.0 52.303418467732726 20.199310353102685 17.344899335748813 0.0 0.0 5.907179729351506,5.316788604006331 48.13618555114814 16.076156543784446 13.847474399381248 37.11027978129145 4.417150937053347 0.0 0.0 0.0 0.0,19.370712225710204 4.794537184071822 4.9839785209472085 0.0 0.0 6.923737199690624 26.689117645233267 26.241151182250647 12.238684400761036 11.864213806622745 0.0 5.890723922025908 5.907179729351506 0.0
Cc1scnc1NC(=O)N[C@@H]1CCCC1(C)C,4.794537184071822 0.0 10.30076712495354 5.41499046939678 46.07551729699786 5.316788604006331 10.38768646731868 0.0 0.0 23.185763168107837,10.633577208012662 17.05693386243324 0.0 12.338727669087405 37.98708646186057 5.51053927361738 0.0 0.0 0.0 10.61239996190685,5.316788604006331 5.316788604006331 9.77851570501903 0.0 11.336785877934737 20.268296022307258 25.180370914939424 10.918988022849259 5.51053927361738 5.817862777835028 0.0 0.0 0.0 6.031114512338072
CCOCCC(=O)N1CC2(C1)CCCN2C(=O)CCC(N)=O,19.120474506015512 0.0 9.799819461700956 5.733667477162185 44.56677056670402 32.84803314676356 0.0 0.0 0.0 17.721539188054518,5.733667477162185 65.90831704890238 19.120474506015512 0.0 39.02784531432067 0.0 0.0 0.0 0.0 0.0,20.27034989266319 14.383611552215466 0.0 0.0 0.0 0.0 19.765380445542643 39.08279442810266 18.566628839822272 0.0 0.0 17.721539188054518 0.0 0.0
CCn1cc(CCN[C@@H](CNC(C)=O)C(C)C)cn1,4.794537184071822 0.0 20.414061951458883 5.917906046161393 46.70236765674903 13.08951281182515 17.957138634923147 0.0 0.0 5.907179729351506,10.633577208012662 34.81901811377084 17.760115212910407 5.917906046161393 33.25840029045949 12.393687143226153 0.0 0.0 0.0 0.0,10.633577208012662 9.476340119217006 0.0 5.098681808301038 0.0 13.847474399381248 31.3706727663876 32.25193441227681 6.196843571613076 0.0 0.0 5.907179729351506 0.0 0.0
CCN(C[C@H](O)COC1CCOCC1)c1cnn(C)c1,14.580253302440804 0.0 9.780484743446223 7.04767198267719 31.97331322103925 37.81006843621439 12.393687143226153 0.0 0.0 5.687386274683562,4.899909730850478 60.005103619147434 16.52139789027729 0.0 19.765380445542643 12.393687143226153 0.0 0.0 0.0 5.687386274683562,19.480163033291284 4.681802935145185 0.0 5.098681808301038 0.0 0.0 19.765380445542643 39.54779229514125 30.69904458630616 0.0 0.0 0.0 0.0 0.0
COCCOC1CCN(CC(=O)NCCC(=O)O)CC1,24.169327670584444 0.0 10.216698334856808 0.0 25.36643125652633 46.502587093953665 0.0 0.0 0.0 11.876485017303356,5.316788604006331 74.48947562469651 19.06280027574374 0.0 19.26246486877803 0.0 0.0 0.0 0.0 0.0,19.897041906447136 14.48898409899412 0.0 0.0 0.0 0.0 12.841643245852019 26.74406675901526 32.283308345612724 0.0 0.0 5.907179729351506 0.0 5.969305287951849
CC[C@H](C)CC[C@@H](O)CC(=O)N[C@@H](Cc1ccccc1)C(C)=O,14.69560176298435 0.0 5.316788604006331 5.917906046161393 65.02112693059819 0.0 35.89528683400505 0.0 0.0 11.690424675716445,5.316788604006331 28.942759287453413 16.00989599106965 5.917906046161393 52.01794958247291 30.33183534230805 0.0 0.0 0.0 0.0,10.423315998847038 9.589074368143644 0.0 0.0 0.0 50.60013136461531 37.66755960632704 0.0 18.566628839822272 0.0 5.783244946364939 5.907179729351506 0.0 0.0
CC[C@@H](NC(=O)/C=C\c1c(Cl)nc2sccn12)c1ncc[nH]1,4.794537184071822 0.0 24.669418773109747 0.0 19.386399651764595 0.0 46.718055901880206 0.0 0.0 39.88179852712467,5.316788604006331 25.25980989845492 4.794537184071822 0.0 30.904732144612986 30.046613592139025 5.153109816892792 11.036893029605913 0.0 0.0,10.30076712495354 9.195231790333615 9.967957041894417 0.0 11.336785877934737 18.524677089923138 12.49684172975989 30.046613592139025 11.735768823996422 5.824404497999927 10.113982739664824 5.907179729351506 0.0 0.0
COCC(=O)N1CC(NC(=O)[C@H](C)n2cncn2)C1,14.325937321943691 0.0 24.98116159925024 0.0 19.007418857986544 26.806192317615604 12.654640149529083 0.0 0.0 11.814359458703011,5.316788604006331 64.32676560071049 14.325937321943691 0.0 12.965578028838586 12.654640149529083 0.0 0.0 0.0 0.0,14.953561288656857 9.589074368143644 9.665781456092393 5.098681808301038 0.0 0.0 6.923737199690624 20.199310353102685 6.041840829147961 25.30336294318996 0.0 11.814359458703011 0.0 0.0
CCOCCCNCCNC(=O)CO[C@@H]1CCOC1,19.005126045471968 0.0 10.633577208012662 0.0 25.869346833290944 52.66867904030231 0.0 0.0 0.0 5.907179729351506,10.633577208012662 64.67982515740212 19.005126045471968 0.0 19.765380445542643 0.0 0.0 0.0 0.0 0.0,24.844166069412807 4.794537184071822 0.0 0.0 0.0 0.0 26.31013685145522 32.910158705363905 12.71084835226122 6.606881964512918 0.0 5.907179729351506 0.0 0.0
CNC(=O)[C@@H]1CCO[C@@H]2CCN(C(=O)C[C@@H](C)OC)C[C@H]21,19.06280027574374 0.0 10.216698334856808 11.835812092322787 38.39413484396526 33.85386430029279 0.0 0.0 0.0 11.814359458703011,5.316788604006331 62.776066265342884 19.06280027574374 11.835812092322787 26.186202068468653 0.0 0.0 0.0 0.0 0.0,19.690424242456906 9.589074368143644 0.0 0.0 0.0 0.0 19.765380445542643 45.689676392615574 18.628754398422615 0.0 0.0 11.814359458703011 0.0 0.0
C[C@H](C(=O)Nc1cccc(F)c1)N1C[C@H](C)[C@@](C)(CO)C1,14.291479626587348 0.0 4.899909730850478 11.332896515558172 26.813052428219834 25.0131833803444 30.082689114892336 0.0 0.0 11.594566004035068,5.316788604006331 41.651852460528715 4.794537184071822 17.150117356604067 20.771211599071872 24.26546827384644 0.0 0.0 0.0 10.077801322358383,10.423315998847038 9.694446914922299 4.39041504767482 0.0 0.0 19.913841467842857 31.040744451236847 30.798771520418413 6.041840829147961 5.817220841045895 0.0 5.907179729351506 0.0 0.0
COCC[C@@H](C)CNS(=O)(=O)N(C)CCC(=O)OC,22.686060076000857 0.0 9.027310855748322 5.917906046161393 19.765380445542643 40.96366184157033 0.0 0.0 0.0 16.178634458349514,4.722094864452088 59.655980105147336 24.477592262069585 5.917906046161393 19.765380445542643 0.0 0.0 0.0 0.0 0.0,9.473725907600098 4.794537184071822 4.722094864452088 12.72301297562517 0.0 6.923737199690624 12.338727669087403 33.85386430029279 13.530619164203543 0.0 0.0 0.0 10.209329170397666 5.969305287951849
Cc1noc([C@H](C)NC(=O)NC[C@H]2CCCC[C@@H]2C)n1,9.31763212104517 0.0 20.774218986085316 11.835812092322787 52.49633891992387 6.544756405912575 11.715128420025835 0.0 0.0 6.031114512338072,10.633577208012662 22.7165126963233 0.0 18.75954929201341 57.287730140259086 4.523094936973348 0.0 0.0 0.0 4.794537184071822,15.156672144986011 0.0 4.794537184071822 4.9839785209472085 0.0 31.342865325594097 32.104108114630044 6.544756405912575 0.0 6.041840829147961 5.824404497999927 5.890723922025908 0.0 6.031114512338072
CCOc1cc(C(=O)N[C@@H](C)CNC(=O)c2ncoc2C)on1,23.266183195970385 0.0 20.774218986085316 0.0 26.813052428219834 13.151638370425493 29.67442939984948 0.0 5.879988336435371 11.814359458703011,15.37044016181271 41.14848043634912 0.0 6.923737199690624 40.65097160012223 21.400252441278827 0.0 0.0 0.0 0.0,24.310686035839403 9.589074368143644 4.9839785209472085 0.0 0.0 0.0 25.927874856197317 12.586597235060536 12.673249032974528 5.760247418874442 12.087567493638984 5.760247418874442 17.69434779513838 0.0
COC(=O)[C@H](CC(F)(F)F)NS(=O)(=O)[C@H](C)C(=O)N(C)C,35.914979449297086 0.0 9.622004595302567 0.0 30.812636199190244 21.205141506631914 0.0 0.0 0.0 21.89977617071094,4.722094864452088 63.867410615688286 24.349228475351275 0.0 13.344558822616634 0.0 0.0 0.0 0.0 13.171245143024459,9.636772684650527 9.589074368143644 8.417796984328938 17.893340007476546 0.0 0.0 6.923737199690624 14.09534396535438 13.530619164203543 6.041840829147961 5.249938029982174 15.930470882759089 0.0 12.145603805395325
CCc1noc2ncc(C(=O)NC[C@@H](C)NC(=O)[C@H](C)C#N)cc12,14.112169305116993 5.261891554738487 20.774218986085316 5.917906046161393 33.23387405114585 6.544756405912575 23.520590126620142 0.0 6.069221312792274 22.914080317961517,10.633577208012662 34.5415984718362 11.21535880699783 17.249018913692154 36.82312826968915 16.786305577048033 0.0 11.099720859258504 0.0 0.0,15.156672144986011 9.589074368143644 4.9839785209472085 5.261891554738487 0.0 12.080400456816069 26.334663090768867 18.783440806673614 22.712825013802526 5.917906046161393 0.0 5.907179729351506 11.620676374145214 0.0
CCC1(O)CCN(C(=O)Nc2ccc(F)c(C)c2)CC1,14.291479626587348 0.0 4.899909730850478 0.0 38.71099007914296 18.406301415831482 29.579773538127718 0.0 0.0 11.718500787021634,5.316788604006331 34.728115260838095 0.0 12.740958040736519 31.749653560165648 18.19910120538483 0.0 0.0 0.0 14.872338506430204,15.323225729697516 0.0 9.184952231746642 0.0 0.0 6.923737199690624 49.948754765550476 18.776899086508713 5.601050810983688 5.817220841045895 0.0 0.0 0.0 6.031114512338072
CCC(CC)C(=O)NCC1(O)CN(C(=O)[C@@H](COC)OC)C1,24.169327670584448 0.0 10.216698334856808 5.917906046161393 38.394134843965254 40.46074626480571 0.0 0.0 0.0 11.814359458703011,5.316788604006331 73.98656004793189 19.06280027574374 5.917906046161393 26.689117645233267 0.0 0.0 0.0 0.0 0.0,24.796951637297614 9.589074368143644 0.0 0.0 0.0 13.847474399381248 12.841643245852019 26.682257534629034 19.696394776338067 5.601050810983688 6.103966387748303 5.907179729351506 5.907179729351506 0.0
O=C(CCC1CC1)N[C@H]1CCC[C@@H](NCC2CC(F)(F)C2)C1,13.575367279421462 0.0 10.633577208012662 11.835812092322787 82.2144270556506 6.544756405912575 0.0 0.0 0.0 5.907179729351506,10.633577208012662 30.45814696165458 4.794537184071822 11.835812092322787 64.20821622926012 0.0 0.0 0.0 0.0 8.78083009534964,10.633577208012662 4.794537184071822 8.78083009534964 0.0 0.0 12.841643245852019 50.4846766128654 31.34614652707395 0.0 0.0 0.0 11.829708897446082 0.0 0.0
COC(=O)CC(=O)N[C@@H](CCSC)C(=O)N(C)C,19.120474506015512 0.0 10.216698334856808 0.0 18.88348407499998 33.213764296890105 0.0 0.0 0.0 29.545549696045974,5.316788604006331 61.939179603543394 19.120474506015512 0.0 12.841643245852019 0.0 0.0 0.0 0.0 0.0,14.953561288656857 14.383611552215466 0.0 11.761884949391115 0.0 0.0 18.429444413184203 14.09534396535438 7.109797541277533 12.462662452073971 0.0 11.814359458703011 0.0 5.969305287951849
C[C@@]1(O)CCN(Cc2ccc(OCC(N)=O)cc2)C[C@@H]1F,19.028342580387395 0.0 4.899909730850478 5.733667477162185 31.662041435023188 19.696394776338067 29.828919765543436 0.0 5.749511833283905 5.907179729351506,10.470530430962235 47.382737837874735 11.339293589984397 0.0 18.90801031431363 24.26546827384644 0.0 0.0 0.0 4.39041504767482,15.577057825802939 9.694446914922299 4.39041504767482 0.0 0.0 12.13273413692322 31.040744451236847 19.634269217737724 5.601050810983688 11.921187228794198 6.606881964512918 0.0 5.907179729351506 0.0
COC[C@](C)(NC(=O)N[C@@H]1COC[C@H]1OC)C(F)(F)F,32.17637118849643 0.0 10.633577208012662 0.0 30.784768186413704 34.04024097609383 0.0 0.0 0.0 6.031114512338072,10.633577208012662 63.93238647515498 14.210588861400147 0.0 6.923737199690624 0.0 0.0 0.0 0.0 17.96578232709628,24.844166069412807 0.0 4.794537184071822 13.171245143024459 0.0 0.0 6.923737199690624 14.219595082555067 25.862486722686715 6.103966387748303 5.538925252383345 0.0 0.0 12.207413029781547
CCC(C)(C)CNC(=O)C[C@@H](C)c1c(C)n[nH]c1C,4.794537184071822 0.0 15.514152220608405 5.41499046939678 60.30197249015714 6.544756405912575 16.95130748139392 0.0 0.0 5.907179729351506,5.316788604006331 22.649299751866156 4.794537184071822 19.26246486877803 63.40580557216981 0.0 0.0 0.0 0.0 0.0,5.316788604006331 9.893218992372859 0.0 5.098681808301038 0.0 27.694948798762496 37.164644029562425 18.659506023687047 5.693927994848461 0.0 0.0 5.907179729351506 0.0 0.0
CC[C@H](NC[C@@H](O)[C@H](C)O)c1cc(F)cc(Br)c1,14.603469837356231 0.0 5.316788604006331 0.0 38.51806962695183 6.544756405912575 34.052493053960134 0.0 0.0 15.929943897949348,5.316788604006331 28.96574397109059 0.0 5.817220841045895 31.873588343152214 22.671820721217244 0.0 0.0 0.0 4.39041504767482,15.529843393687743 0.0 4.39041504767482 0.0 0.0 22.85368109763997 37.10711151969846 17.05931675089295 12.207932775496605 5.817220841045895 0.0 0.0 0.0 0.0
Cc1cc(NC(=O)N2CCO[C@H](C(=O)O)C2)nn1C(C)C,19.432464716784395 0.0 14.680394474296701 0.0 32.917018815968135 25.0131833803444 11.760295063310071 0.0 0.0 17.81828257812495,5.316788604006331 57.587702833513696 9.53140013787187 6.923737199690624 25.583243223377668 6.06636706846161 0.0 0.0 0.0 10.61239996190685,14.743300079491233 9.998591539151516 9.589074368143644 5.098681808301038 0.0 0.0 20.771211599071872 24.34689229837061 13.151638370425493 0.0 11.92182916558333 0.0 0.0 12.000419800289922
CC(C)c1noc(N[C@H](C)C[C@@H](O)c2cccs2)n1,9.629622331814055 0.0 10.140641778072654 0.0 45.25574648505554 5.316788604006331 28.21434859909036 0.0 0.0 17.351444582947213,5.316788604006331 21.28901000206132 0.0 0.0 49.9154573476088 22.035891844362485 0.0 0.0 0.0 6.014658705012475,14.946410935820385 0.0 0.0 4.9839785209472085 11.336785877934737 25.070504724968302 24.79098866154416 16.836894069010654 6.103966387748303 0.0 5.824404497999927 0.0 0.0 6.014658705012475
CC[C@@H](C)NC(=S)N[C@H](CC)c1ccccn1,0.0 0.0 15.617555728959871 0.0 45.696536503219804 0.0 30.089872771846366 0.0 0.0 17.330310327771453,10.633577208012662 16.138256234819927 0.0 0.0 45.348623668920304 24.395944776997908 0.0 0.0 0.0 0.0,10.633577208012662 4.9839785209472085 0.0 0.0 0.0 19.913841467842857 44.11598802551256 12.238684400761038 11.735768823996422 0.0 5.112436884724758 0.0 0.0 0.0
Cc1nsc(N[C@@H](C)CNC(=O)c2cnn(-c3nccs3)c2)n1,4.794537184071822 0.0 29.438770370763418 0.0 19.88931522852921 11.861545009918906 35.35844947500207 0.0 5.131558479839333 33.90801069869225,10.633577208012662 42.61575873116914 0.0 6.923737199690624 23.10613037345937 23.970593485305145 0.0 5.131558479839333 0.0 5.131558479839333,10.633577208012662 4.794537184071822 14.6497599770396 9.472221789717487 11.336785877934737 0.0 13.847474399381248 41.89283376031928 11.760295063310071 5.824404497999927 0.0 10.263116959678666 5.907179729351506 0.0
Cc1c(C(=O)NC[C@H](O)CN(C)C(=O)COC(C)C)nnn1C,19.4324647167844 0.0 25.2105681739579 7.04767198267719 32.97914437456848 26.744066759015258 11.387855989696922 0.0 0.0 11.814359458703011,5.316788604006331 75.76666595800714 16.57907212054906 6.923737199690624 30.029867573149993 0.0 0.0 0.0 0.0 0.0,20.060088683497565 14.270877303288827 0.0 0.0 5.098681808301038 5.213385095654868 20.771211599071872 27.18485677717953 17.901860770345067 6.606881964512918 5.693927994848461 5.907179729351506 5.907179729351506 0.0
CCN(C)C(=O)[C@H](C)NC(=O)CNC(=O)/C=C/c1cccnc1,14.383611552215466 0.0 20.517465459810346 0.0 19.88931522852921 20.13718479450234 36.16589287868025 0.0 0.0 23.797559294888398,10.633577208012662 53.784453063502504 14.383611552215466 0.0 19.410925891078243 30.602441386983255 0.0 6.076020106833881 0.0 0.0,15.533486938863138 19.367590073162674 0.0 0.0 0.0 6.06636706846161 31.553313066373732 32.0621356386498 6.544756405912575 6.041840829147961 0.0 17.721539188054518 0.0 0.0
COc1ccc(CNC(=O)C[C@@H]2CC[C@H](C)C2)c(O)c1,14.637927532712576 0.0 5.316788604006331 11.835812092322787 39.15178009730724 7.109797541277533 23.762552697081826 0.0 11.49902366656781 5.907179729351506,10.05365155780638 18.123504665469746 11.339293589984397 11.835812092322787 38.17047518309165 18.19910120538483 0.0 0.0 0.0 0.0,15.160178952647085 4.794537184071822 0.0 0.0 0.0 13.344558822616634 36.81018947509803 24.59539658899719 7.109797541277533 11.49902366656781 0.0 5.907179729351506 0.0 0.0
Cc1ncccc1C(=O)N(C)C[C@@H](C)N[C@H](C)C(N)=O,9.589074368143644 0.0 15.200676855804016 5.733667477162185 32.85489325736779 13.592428388589765 29.58695719508175 0.0 0.0 11.814359458703011,11.050456081168516 47.37435775738638 4.794537184071822 6.923737199690624 29.899391069998526 18.329577708536295 0.0 0.0 0.0 0.0,15.950365812018994 14.573052889090853 0.0 0.0 0.0 0.0 32.903945735995094 31.525040784199266 11.605292320844956 0.0 0.0 5.907179729351506 5.907179729351506 0.0
CC[C@@H](C(=O)NCCNCc1cnnn1C)N(C)C,4.794537184071822 0.0 30.527356777964233 7.04767198267719 25.93115605767717 27.18485677717953 11.890771566461538 0.0 0.0 5.907179729351506,10.633577208012662 59.027656905630565 18.386965572661587 0.0 19.038486817465095 6.196843571613076 0.0 0.0 0.0 0.0,10.633577208012662 14.376249850067484 0.0 0.0 5.098681808301038 12.137122295345492 20.51616558828039 26.681941200414915 17.932612395609496 0.0 0.0 5.907179729351506 0.0 0.0
CC[C@@H](C)C[C@@H](CO)NC(=O)Cn1ncn(C)c1=O,9.901064578912528 0.0 19.66437299524391 12.965578028838582 39.2757148802938 6.606881964512918 16.811600657039836 0.0 0.0 5.907179729351506,11.006532002209806 38.010014309090664 18.386965572661587 5.917906046161393 26.689117645233267 11.121857258836364 0.0 0.0 0.0 0.0,10.423315998847038 9.361636831863176 9.476340119217006 5.098681808301038 0.0 20.268296022307258 12.338727669087403 7.04767198267719 12.648722793660879 12.872076480677116 0.0 5.907179729351506 0.0 5.689743398203474
CCO[C@@H](CC)C(=O)NC[C@H](CC(C)C)NC(=O)O,19.432464716784395 0.0 10.633577208012662 5.917906046161393 52.68239926151077 13.151638370425493 0.0 0.0 0.0 12.00041980028992,10.633577208012662 42.40439278245238 9.53140013787187 5.917906046161393 40.53659204461451 0.0 0.0 0.0 0.0 4.794537184071822,20.476967556653413 4.794537184071822 4.794537184071822 0.0 0.0 20.771211599071872 25.683286491704038 19.193479199573453 0.0 6.103966387748303 0.0 5.907179729351506 0.0 6.093240070938415
COC(=O)COC[C@@H](C)N[C@H]1CCc2[nH]c3ccc(C)cc3c2C1,14.268263091671919 0.0 10.30076712495354 0.0 45.193620926455196 20.32356147030337 35.01993218362728 0.0 0.0 16.872230220032908,5.316788604006331 43.36052693749835 27.109906337523938 6.923737199690624 30.165389800859085 18.19910120538483 0.0 10.902924932081056 0.0 0.0,19.774493032553636 0.0 4.794537184071822 0.0 0.0 11.629818560158606 50.806124896779494 28.680534585225438 13.716679505790452 6.606881964512918 0.0 0.0 0.0 5.969305287951849
Cc1cc(COCC(=O)N2CC[C@@H](CS(N)(=O)=O)C2)no1,22.472292059174155 0.0 10.056572987975922 11.056879783769336 19.951440787129552 25.449248383084857 17.520542482184513 0.0 0.0 15.930470882759089,5.138973737607942 49.830798084741225 26.161573255792373 12.841643245852017 17.874997036648914 10.589462005434958 0.0 0.0 0.0 0.0,14.159867621623874 4.794537184071822 13.556770721936878 0.0 0.0 5.156663257125445 19.262464868778025 19.15587988028676 12.359735571259707 18.061057378235823 0.0 15.930470882759089 0.0 0.0
CC[C@@H](CNC(=O)Cc1cc(C)on1)NC(=O)c1ccn(C)c1,14.112169305116993 0.0 20.357340112929464 7.04767198267719 32.730958474381225 6.544756405912575 41.54404818556927 0.0 0.0 11.814359458703011,10.633577208012662 34.12471959868034 18.26303078967502 6.923737199690624 35.15672291210836 29.049516217122722 0.0 0.0 0.0 0.0,19.723771792777367 9.589074368143644 0.0 0.0 0.0 12.080400456816069 19.410925891078243 38.094323429425486 17.678201109471466 5.760247418874442 0.0 5.907179729351506 5.907179729351506 0.0
COCCN(CCN(C)C)C(=O)Cn1cn[nH]c1=O,9.53140013787187 0.0 24.564282726094387 0.0 6.544756405912575 47.44629268888255 16.811600657039836 0.0 0.0 5.907179729351506,5.689743398203474 77.91775514432845 16.076156543784446 0.0 0.0 11.121857258836364 0.0 0.0 0.0 0.0,14.536682415501005 9.361636831863176 9.893218992372859 5.098681808301038 0.0 0.0 14.09534396535438 26.74406675901526 6.606881964512918 12.872076480677116 0.0 5.907179729351506 0.0 5.689743398203474
